"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"2947",3,4,1,1,2,5,5,1,2,3
"2948",4,5,5,1,1,5,3,2,2,1
"2949",5,1,1,4,1,5,5,1,1,4
"2950",2,5,2,4,4,4,4,1,5,4
"2951",4,1,5,4,3,4,2,1,5,3
"2952",5,1,3,2,4,2,3,5,3,5
"2953",3,3,3,3,2,2,3,4,5,1
"2954",1,5,2,2,4,3,5,4,2,4
"2955",4,5,4,4,5,3,2,1,3,2
"2956",1,1,4,4,5,4,1,1,2,2
"2957",2,5,4,4,4,1,1,3,3,3
"2958",2,5,5,4,1,1,3,2,4,5
"2959",1,5,3,3,1,5,3,4,2,4
"2960",3,4,4,1,1,1,5,5,3,1
"2961",5,5,2,3,3,3,5,5,1,3
"2962",5,3,1,3,3,5,2,2,2,2
"2963",2,3,2,2,5,4,2,1,3,3
"2964",5,2,2,1,4,1,2,5,5,1
"2965",1,5,1,1,2,1,1,2,1,2
"2966",5,4,3,3,5,2,1,1,3,5
"2967",2,2,5,5,4,2,5,4,4,3
"2968",1,2,4,4,5,3,1,4,3,5
"2969",2,1,3,3,5,1,1,2,4,1
"2970",1,5,4,5,1,3,1,5,1,1
"2971",4,4,2,5,2,1,3,5,2,2
"2972",4,4,2,1,2,5,4,5,4,1
"2973",2,5,5,1,5,3,2,2,3,3
"2974",1,4,2,1,4,4,4,2,3,4
"2975",1,5,4,2,1,5,5,2,3,2
"2976",1,2,1,5,5,3,1,2,3,3
"2977",3,4,4,2,3,3,3,2,1,1
"2978",5,4,3,2,5,3,1,4,1,3
"2979",3,2,4,5,4,3,3,3,2,4
"2980",3,3,1,2,1,4,1,5,2,4
"2981",3,3,5,5,5,5,4,3,1,4
"2982",2,5,3,1,2,4,2,1,2,1
"2983",1,1,3,4,2,5,4,3,2,3
"2984",4,5,3,3,4,5,3,1,2,1
"2985",1,3,5,2,3,2,4,3,1,2
"2986",4,2,5,3,5,4,1,2,2,1
"2987",5,5,1,4,5,2,5,2,3,4
"2988",1,1,3,5,2,3,3,1,1,2
"2989",2,1,1,4,5,3,4,2,4,3
"2990",2,4,3,4,4,1,5,1,3,2
"2991",2,5,4,5,4,4,5,4,4,2
"2992",5,3,3,1,3,1,4,5,2,2
"2993",2,1,5,2,2,1,2,1,1,4
"2994",4,2,3,5,4,2,4,5,1,1
"2995",4,4,1,5,2,1,5,4,4,5
"2996",2,5,5,5,3,5,2,4,1,3
"2997",1,4,3,5,2,4,3,5,1,2
"2998",5,5,3,3,4,2,4,5,5,1
"2999",3,2,2,4,2,1,2,5,3,5
"3000",5,4,2,1,5,4,2,4,3,4
"3001",4,5,3,2,2,2,2,4,2,2
"3002",1,2,2,3,5,2,1,2,1,4
"3003",2,1,5,2,3,3,5,1,5,4
"3004",2,4,3,1,3,2,2,2,3,4
"3005",3,5,3,3,5,4,4,4,2,3
"3006",4,2,1,2,2,4,1,4,2,3
"3007",4,1,1,4,4,5,3,3,3,3
"3008",5,5,3,2,3,4,5,5,5,2
"3009",1,4,2,1,1,3,3,2,5,1
"3010",4,4,5,1,4,5,2,5,5,5
"3011",2,3,2,4,5,3,1,5,2,1
"3012",1,5,3,4,1,5,5,1,5,3
"3013",1,2,2,1,3,5,3,2,2,4
"3014",3,2,3,3,5,1,5,1,1,3
"3015",2,5,5,2,4,2,3,5,5,1
"3016",4,2,2,5,2,3,1,1,1,4
"3017",5,2,4,3,1,5,3,3,2,4
"3018",4,4,3,5,5,5,3,2,5,3
"3019",3,3,4,4,4,4,5,2,3,1
"3020",1,3,1,1,2,5,3,4,4,2
"3021",5,2,2,5,3,5,2,2,4,3
"3022",2,3,5,3,4,1,4,2,4,2
"3023",1,4,2,3,1,1,5,4,2,4
"3024",4,2,1,2,3,2,5,3,1,3
"3025",5,5,3,2,2,3,1,3,3,5
"3026",1,5,3,3,2,3,3,1,5,4
"3027",3,5,3,1,3,2,5,1,3,2
"3028",4,3,2,1,5,3,1,1,2,5
"3029",5,3,5,2,1,4,3,4,3,3
"3030",1,2,1,4,1,2,3,4,4,5
"3031",2,5,3,5,5,4,3,1,4,1
"3032",3,5,3,2,4,2,2,5,4,1
"3033",1,4,3,1,1,1,5,5,5,1
"3034",2,3,2,5,2,5,3,4,3,2
"3035",5,4,1,2,5,2,3,4,3,4
"3036",3,2,1,4,4,4,1,5,1,4
"3037",2,2,2,3,2,3,4,5,5,1
"3038",4,4,3,2,1,2,5,1,2,4
"3039",5,1,2,4,3,4,1,3,3,3
"3040",2,4,5,1,4,5,3,3,2,3
"3041",5,3,1,3,4,5,1,5,5,5
"3042",1,2,1,4,3,4,2,2,1,2
"3043",5,2,3,3,5,3,2,1,4,3
"3044",5,1,5,3,3,5,5,4,1,1
"3045",4,1,3,5,4,1,3,3,4,4
"3046",2,5,2,3,3,1,3,4,4,2
"3047",1,4,3,2,4,3,1,1,2,4
"3048",3,3,3,1,1,5,1,5,5,4
"3049",2,1,3,5,1,5,5,2,3,1
"3050",5,5,3,3,2,5,3,2,5,1
"3051",2,1,1,3,5,4,5,3,5,5
"3052",4,5,4,1,5,5,1,5,4,1
"3053",4,4,4,3,2,4,5,2,3,1
"3054",5,4,4,4,4,4,5,3,3,3
"3055",2,4,3,1,4,2,3,5,5,3
"3056",5,4,3,5,2,3,5,4,1,4
"3057",2,5,2,3,2,1,2,4,4,3
"3058",1,4,3,3,3,1,2,5,1,5
"3059",3,1,1,2,2,1,3,3,5,2
"3060",2,5,3,5,3,3,5,1,4,5
"3061",5,5,1,5,1,3,5,1,4,2
"3062",4,2,1,5,4,2,5,5,1,5
"3063",5,3,4,3,3,5,2,4,3,1
"3064",3,2,3,5,2,5,2,4,3,4
"3065",4,4,4,3,3,4,1,3,3,1
"3066",2,1,5,3,4,4,1,1,4,3
"3067",4,4,3,1,1,2,1,5,4,4
"3068",1,2,1,4,3,3,1,1,5,3
"3069",2,3,4,3,1,5,4,3,1,2
"3070",3,5,2,2,3,1,2,1,5,2
"3071",1,4,1,2,2,3,1,2,3,2
"3072",5,3,1,2,4,3,4,1,3,4
"3073",2,4,3,3,3,3,4,1,3,1
"3074",3,3,1,3,2,3,2,3,2,2
"3075",1,1,4,1,5,5,1,2,2,3
"3076",5,3,2,2,5,5,2,1,4,1
"3077",4,4,3,5,4,3,4,4,4,4
"3078",1,2,3,1,3,3,5,2,1,2
"3079",5,5,3,3,3,2,2,2,2,2
"3080",1,3,5,3,2,5,2,2,5,5
"3081",3,2,5,1,3,2,1,2,1,5
"3082",5,3,2,4,2,4,4,2,3,1
"3083",3,1,3,1,2,3,2,5,2,5
"3084",1,2,2,1,1,1,1,3,2,3
"3085",5,3,2,5,2,4,2,4,5,5
"3086",2,1,1,5,5,3,1,4,5,5
"3087",1,4,3,5,1,3,2,3,5,5
"3088",4,1,5,3,3,4,3,4,2,1
"3089",3,3,3,2,2,5,2,3,1,5
"3090",3,4,3,5,2,4,5,2,3,3
"3091",2,2,2,3,3,4,5,1,4,1
"3092",2,3,2,1,5,5,4,1,1,4
"3093",4,1,2,4,5,4,1,2,3,2
"3094",5,5,1,4,5,1,5,3,1,2
"3095",5,1,3,4,1,4,5,5,2,1
"3096",2,1,5,2,4,4,3,5,1,1
"3097",2,1,1,1,1,5,5,3,2,2
"3098",2,3,3,2,3,1,4,5,4,5
"3099",4,4,1,5,5,2,3,2,5,3
"3100",3,1,5,4,4,1,4,2,2,4
"3101",2,4,4,1,1,4,2,4,2,4
"3102",4,5,4,5,2,5,3,5,1,1
"3103",4,4,3,1,1,1,2,5,2,4
"3104",3,2,3,1,5,3,1,3,3,3
"3105",5,1,4,3,1,3,4,3,5,1
"3106",1,1,3,2,4,4,5,5,2,5
"3107",2,2,3,4,3,1,5,2,1,3
"3108",1,3,2,3,3,1,3,4,5,2
"3109",4,5,5,2,4,1,3,2,2,2
"3110",2,1,2,1,2,1,3,3,2,3
"3111",3,3,2,5,2,4,3,1,2,3
"3112",5,4,5,4,2,4,3,5,3,2
"3113",2,1,1,3,2,2,2,3,1,5
"3114",2,4,5,4,4,1,2,4,3,3
"3115",3,5,5,2,3,4,2,4,4,2
"3116",1,4,1,1,3,5,4,3,3,2
"3117",1,3,4,2,2,4,1,5,2,1
"3118",4,5,3,3,4,4,3,5,1,4
"3119",1,4,3,4,5,3,2,4,5,4
"3120",5,1,3,2,5,4,2,2,3,2
"3121",2,4,1,1,1,4,5,2,3,1
"3122",3,4,4,4,2,5,1,4,2,5
"3123",5,1,1,4,2,1,1,2,3,4
"3124",4,4,3,3,3,2,2,2,4,2
"3125",5,1,3,4,3,3,3,3,3,4
"3126",4,3,2,2,1,4,1,5,3,5
"3127",1,3,4,1,4,4,3,1,1,5
"3128",4,4,4,5,2,3,3,5,2,4
"3129",4,2,2,1,3,4,1,5,4,5
"3130",4,3,5,5,5,1,3,2,1,3
"3131",3,5,4,1,4,4,4,4,3,3
"3132",5,2,1,5,3,1,5,1,1,5
"3133",4,5,3,3,3,4,4,5,3,3
"3134",3,3,1,3,5,2,2,1,4,1
"3135",4,2,2,1,2,3,2,5,1,2
"3136",5,3,4,3,1,4,2,2,2,3
"3137",4,4,3,4,5,3,1,4,2,1
"3138",3,3,1,1,3,2,2,2,1,3
"3139",2,1,1,2,2,2,4,4,3,1
"3140",2,3,4,1,1,4,2,3,2,3
"3141",5,5,1,4,1,5,2,5,1,1
"3142",4,4,1,3,3,5,3,2,4,1
"3143",4,3,4,3,1,3,1,2,4,2
"3144",1,5,1,5,4,5,3,1,2,5
"3145",4,2,5,1,3,1,5,1,3,1
"3146",5,2,4,5,3,3,1,3,1,3
"3147",1,5,4,3,3,5,2,2,5,5
"3148",5,1,2,1,1,5,5,4,2,3
"3149",3,5,1,3,5,4,3,3,4,1
"3150",2,1,2,1,1,2,1,2,3,2
"3151",2,3,4,3,4,4,1,5,4,1
"3152",5,2,4,1,1,3,1,1,5,2
"3153",4,1,5,2,4,5,5,3,4,3
"3154",3,2,1,1,4,1,5,3,4,1
"3155",1,4,1,3,4,5,3,5,1,3
"3156",3,4,2,3,2,1,4,3,4,2
"3157",5,1,1,3,4,3,3,1,1,3
"3158",5,3,4,5,1,5,2,2,4,4
"3159",3,4,1,1,3,4,1,4,2,2
"3160",2,2,5,2,4,4,3,4,4,3
"3161",3,4,3,2,5,2,3,3,3,3
"3162",4,5,2,4,2,5,3,3,5,4
"3163",1,4,2,5,5,2,5,5,5,1
"3164",2,2,5,1,5,1,1,4,5,3
"3165",5,5,2,3,3,2,1,3,4,2
"3166",5,4,5,5,3,5,1,1,2,1
"3167",1,4,3,3,1,2,1,1,3,4
"3168",4,1,2,1,1,4,4,5,1,1
"3169",4,3,5,5,4,2,2,4,5,3
"3170",5,1,3,1,5,5,1,1,2,3
"3171",3,4,5,3,4,3,1,3,1,3
"3172",1,5,2,5,3,2,1,5,5,5
"3173",5,1,3,3,3,3,2,4,2,4
"3174",3,5,1,1,5,4,1,5,5,2
"3175",4,5,1,2,1,4,2,5,5,2
"3176",5,1,1,3,5,2,1,2,1,2
"3177",3,3,1,4,3,1,4,1,2,4
"3178",2,1,2,3,2,3,3,5,2,2
"3179",3,5,5,2,1,2,5,1,5,2
"3180",5,2,1,5,4,2,3,3,3,3
"3181",5,4,2,3,3,2,1,1,4,1
"3182",2,3,1,5,5,4,2,5,4,3
"3183",1,4,1,2,1,2,5,3,5,5
"3184",4,5,4,5,3,1,1,3,2,1
"3185",3,5,1,1,5,4,1,4,2,5
"3186",2,5,5,5,2,5,4,3,4,2
"3187",5,4,1,4,4,2,2,2,5,5
"3188",1,4,3,5,3,2,5,1,5,1
"3189",5,5,4,5,1,1,5,1,4,4
"3190",2,4,5,2,3,4,4,2,5,5
"3191",2,3,5,4,5,3,5,2,4,5
"3192",2,3,5,2,2,3,2,4,3,2
"3193",3,1,1,4,3,3,3,4,2,1
"3194",2,4,4,3,1,4,4,4,1,1
"3195",4,4,4,4,4,1,1,2,5,3
"3196",4,4,1,5,2,1,2,2,2,2
"3197",2,2,1,2,4,4,1,1,4,2
"3198",1,2,3,4,1,5,2,4,5,5
"3199",3,2,2,3,4,2,1,3,4,2
"3200",5,3,2,2,5,4,2,3,1,4
"3201",2,4,2,1,1,5,3,4,4,1
"3202",5,2,4,3,5,5,5,4,3,4
"3203",5,3,1,1,5,2,3,1,3,3
"3204",3,1,3,3,3,3,2,3,5,2
"3205",3,5,2,1,4,5,5,3,2,5
"3206",4,1,2,4,2,1,1,5,3,2
"3207",5,3,3,2,4,3,5,5,1,4
"3208",3,2,5,2,3,3,1,4,1,2
"3209",1,3,3,5,4,4,5,2,3,3
"3210",4,4,3,2,3,2,1,5,4,4
"3211",1,2,5,5,5,3,3,2,2,4
"3212",3,3,4,1,5,1,1,2,1,3
"3213",1,3,3,1,2,3,5,3,2,5
"3214",3,5,2,4,2,3,3,4,2,1
"3215",4,1,4,2,2,1,3,1,2,1
"3216",5,3,5,2,1,4,1,3,2,4
"3217",5,4,1,4,2,4,3,1,4,2
"3218",5,1,5,2,4,5,2,4,4,5
"3219",5,4,1,5,4,4,3,5,3,1
"3220",3,2,3,2,1,1,4,2,3,3
"3221",1,5,5,1,4,1,4,5,5,4
"3222",3,5,1,3,3,5,4,5,5,3
"3223",3,1,2,3,1,5,3,2,2,5
"3224",5,3,5,5,1,3,2,2,2,4
"3225",3,1,3,1,5,4,3,3,2,1
"3226",5,5,4,2,5,2,5,2,4,2
"3227",1,5,5,3,2,4,3,1,2,3
"3228",3,3,1,4,3,3,5,1,3,1
"3229",4,1,4,4,4,1,1,4,5,1
"3230",2,2,5,5,2,4,5,4,4,2
"3231",3,1,4,5,4,5,5,5,1,3
"3232",1,4,2,5,3,3,3,4,5,1
"3233",5,2,5,3,2,5,3,3,3,1
"3234",4,3,2,5,5,5,5,5,2,1
"3235",1,1,5,2,3,4,1,4,5,5
"3236",5,5,4,4,1,5,3,1,5,4
"3237",3,1,1,5,1,2,1,5,3,1
"3238",5,5,5,4,1,1,2,3,5,4
"3239",2,3,5,4,3,5,3,3,5,1
"3240",1,4,1,1,4,4,1,3,4,5
"3241",4,4,4,4,1,3,5,4,1,1
"3242",5,1,1,3,1,1,2,3,4,3
"3243",5,5,5,4,5,4,1,1,3,2
"3244",2,1,1,1,3,2,4,4,2,4
"3245",2,4,4,4,3,1,2,5,3,4
"3246",3,3,1,3,4,1,4,4,4,1
"3247",5,2,5,5,3,2,5,4,5,2
"3248",5,1,1,2,4,3,1,3,3,5
"3249",1,5,5,5,5,3,4,4,3,5
"3250",1,5,3,5,4,2,5,2,1,1
"3251",5,3,5,4,1,1,1,2,4,2
"3252",5,2,2,3,3,3,1,1,5,3
"3253",5,2,5,5,4,1,5,3,4,4
"3254",3,4,4,4,2,2,5,1,5,5
"3255",4,5,2,5,2,5,4,3,3,3
"3256",3,5,4,5,1,4,4,2,1,4
"3257",3,4,4,5,3,1,1,4,3,1
"3258",2,1,1,2,4,5,4,3,5,3
"3259",2,2,1,2,4,1,2,5,3,1
"3260",1,3,4,2,4,3,5,5,3,3
"3261",1,3,4,4,2,1,4,2,1,1
"3262",5,2,3,1,1,5,2,4,3,5
"3263",1,4,5,5,2,4,5,4,1,3
"3264",3,3,1,1,2,1,4,4,3,1
"3265",3,5,1,1,3,1,3,5,2,5
"3266",4,5,2,3,4,3,5,5,5,4
"3267",4,1,3,4,5,5,3,2,2,4
"3268",3,2,5,1,5,2,4,4,3,1
"3269",4,4,3,3,5,5,4,1,1,4
"3270",3,1,5,2,4,1,3,2,2,2
"3271",4,2,1,1,4,2,1,5,5,4
"3272",4,1,1,4,3,3,3,1,1,5
"3273",1,5,3,4,3,5,1,5,2,4
"3274",4,5,4,3,2,3,1,3,4,1
"3275",1,5,2,3,1,5,5,1,2,1
"3276",2,2,3,2,5,3,2,3,3,4
"3277",2,1,4,5,4,4,3,4,2,4
"3278",4,5,1,4,1,2,3,5,4,5
"3279",2,2,5,4,4,1,2,4,2,4
"3280",5,3,4,3,5,2,2,5,4,5
"3281",2,4,3,3,1,5,5,4,2,1
"3282",4,2,1,3,3,3,3,1,4,3
"3283",5,1,1,1,2,3,2,1,1,1
"3284",3,3,1,5,2,2,1,2,2,5
"3285",1,1,2,1,3,3,1,1,1,5
"3286",3,4,1,2,3,5,5,5,2,5
"3287",3,5,4,2,5,5,4,5,5,2
"3288",2,5,3,2,1,5,1,3,5,2
"3289",5,5,5,5,1,5,4,1,3,2
"3290",3,4,4,4,5,1,5,4,1,2
"3291",3,4,5,3,3,2,1,5,2,4
"3292",5,1,2,2,3,3,4,2,3,4
"3293",3,4,1,5,4,4,3,4,4,4
"3294",4,5,5,1,1,2,4,1,4,4
"3295",1,1,2,5,1,4,1,4,1,2
"3296",4,2,3,4,2,3,4,4,1,5
"3297",1,2,3,3,5,5,4,4,5,4
"3298",4,2,4,5,1,2,2,1,5,1
"3299",2,2,1,2,4,1,5,5,1,3
"3300",2,4,1,5,4,2,1,3,4,5
"3301",3,4,4,1,5,5,2,4,5,5
"3302",3,5,1,2,4,2,4,4,3,3
"3303",4,5,4,3,4,5,2,1,1,3
"3304",1,1,1,2,3,1,4,2,5,1
"3305",3,5,4,4,3,1,2,3,2,4
"3306",3,1,2,1,3,2,2,2,2,3
"3307",2,2,4,5,4,4,3,2,3,1
"3308",4,2,4,3,3,2,4,1,4,4
"3309",1,1,5,2,4,2,1,1,5,5
"3310",2,2,3,4,3,2,4,2,3,5
"3311",2,3,5,1,2,5,5,2,2,5
"3312",2,1,4,1,3,5,3,2,3,4
"3313",2,4,3,4,2,1,1,1,5,1
"3314",2,3,3,5,1,4,2,3,2,3
"3315",4,4,3,2,3,3,4,4,2,5
"3316",2,3,5,5,1,2,3,5,3,3
"3317",1,1,4,1,1,5,1,2,5,1
"3318",5,5,5,3,3,4,4,3,5,1
"3319",1,4,2,2,4,1,4,4,2,2
"3320",2,3,1,2,3,3,2,1,2,5
"3321",5,1,1,4,3,4,2,3,5,4
"3322",4,3,4,3,3,1,1,3,5,1
"3323",3,2,2,3,4,1,4,2,2,1
"3324",4,3,5,2,3,1,4,4,4,3
"3325",2,2,5,3,2,5,4,1,5,1
"3326",4,4,3,4,3,1,4,4,3,5
"3327",5,5,3,3,3,1,2,2,2,1
"3328",1,4,2,2,5,1,4,5,4,1
"3329",1,5,1,2,5,1,1,5,3,5
"3330",2,4,4,2,2,5,4,4,4,3
"3331",2,2,4,3,2,2,5,3,4,5
"3332",2,4,2,2,4,1,3,4,2,2
"3333",5,5,4,1,4,2,2,5,2,2
"3334",5,1,1,4,1,3,1,1,3,4
"3335",5,1,4,4,3,4,2,5,5,1
"3336",4,4,4,3,5,4,2,1,2,3
"3337",2,3,2,1,5,5,3,4,2,2
"3338",1,5,2,5,3,1,2,3,3,3
"3339",4,3,2,2,5,4,1,2,4,4
"3340",5,3,5,1,2,4,4,1,2,1
"3341",3,2,3,5,1,3,1,1,1,5
"3342",3,4,4,5,2,3,5,2,4,5
"3343",1,1,1,3,2,3,1,3,1,3
"3344",5,5,2,2,1,4,2,3,2,1
"3345",2,4,2,5,1,1,1,2,5,1
"3346",5,4,5,4,3,4,1,4,1,4
"3347",1,2,3,4,1,1,3,1,2,1
"3348",2,4,2,4,5,5,4,4,1,5
"3349",3,1,1,5,1,5,5,4,1,5
"3350",1,3,5,1,5,4,1,2,2,4
"3351",3,5,4,1,4,1,5,2,4,3
"3352",2,5,2,2,4,5,1,3,4,2
"3353",4,2,5,4,1,3,5,1,2,1
"3354",1,4,5,4,1,4,1,2,3,2
"3355",2,3,3,5,5,3,4,1,2,2
"3356",2,4,5,3,5,4,2,5,5,1
"3357",5,2,3,4,1,3,4,3,2,5
"3358",3,1,4,4,4,4,4,3,5,2
"3359",4,3,4,2,1,4,1,2,3,2
"3360",2,5,2,4,3,3,2,1,1,1
"3361",1,4,1,2,1,3,3,2,3,5
"3362",5,3,4,3,3,2,4,5,5,3
"3363",3,2,5,1,1,5,4,3,2,4
"3364",3,1,1,1,1,2,5,5,2,3
"3365",5,3,2,3,1,4,3,4,3,3
"3366",1,1,1,3,3,2,5,4,2,5
"3367",1,5,3,1,4,2,4,3,2,3
"3368",5,4,3,3,5,4,2,5,5,3
"3369",5,5,5,1,5,3,4,1,4,2
"3370",1,3,2,1,2,4,2,3,5,2
"3371",1,3,2,2,4,5,3,5,5,5
"3372",5,4,4,4,5,2,2,2,2,3
"3373",4,5,5,5,1,2,2,3,2,4
"3374",5,3,3,5,5,3,4,2,2,2
"3375",3,1,2,5,1,1,3,5,3,4
"3376",1,5,3,5,1,2,2,4,3,1
"3377",2,3,1,2,1,1,4,5,3,1
"3378",2,3,2,1,5,1,5,3,1,2
"3379",4,1,2,1,2,3,2,3,1,4
"3380",2,1,2,2,5,1,3,4,3,4
"3381",3,1,3,3,1,3,4,1,3,4
"3382",5,5,4,1,4,3,4,3,5,2
"3383",1,2,2,5,5,2,1,1,4,2
"3384",4,5,1,5,2,5,1,3,5,5
"3385",2,1,2,4,1,3,3,4,2,5
"3386",1,1,1,4,4,2,1,1,3,4
"3387",3,3,4,4,1,4,4,4,2,2
"3388",4,4,5,3,3,1,3,5,1,3
"3389",2,3,5,2,1,3,1,4,5,3
"3390",5,3,5,4,1,1,5,2,1,1
"3391",1,3,3,3,3,4,1,1,4,4
"3392",2,2,4,1,5,3,4,3,2,2
"3393",3,3,1,2,1,3,2,1,3,1
"3394",3,3,5,2,1,4,1,5,4,1
"3395",4,5,2,5,5,2,1,1,4,3
"3396",3,2,5,3,1,1,5,5,2,2
"3397",5,5,1,5,3,5,4,3,1,2
"3398",3,1,2,2,5,3,3,2,1,3
"3399",2,1,1,2,3,4,2,1,1,4
"3400",2,2,2,3,4,4,2,4,1,2
"3401",2,5,2,3,4,4,1,3,4,2
"3402",3,4,4,2,4,2,3,4,2,3
"3403",5,4,4,4,5,3,1,3,5,2
"3404",2,2,2,2,4,3,4,2,4,3
"3405",2,4,3,4,5,4,2,4,4,5
"3406",1,5,2,4,1,4,4,1,2,4
"3407",3,5,4,2,3,5,5,4,3,5
"3408",3,4,4,3,5,3,4,3,5,3
"3409",2,4,3,2,5,2,3,5,5,5
"3410",2,1,4,4,2,2,4,5,4,2
"3411",2,4,1,5,1,2,3,5,2,4
"3412",3,3,4,1,3,2,2,5,2,4
"3413",2,4,5,2,5,5,4,5,2,4
"3414",4,3,5,1,1,4,1,1,2,4
"3415",4,3,1,4,5,5,4,4,3,1
"3416",5,1,2,2,1,1,3,5,1,2
"3417",1,5,4,2,5,5,5,4,3,5
"3418",4,2,4,5,4,1,4,4,5,4
"3419",1,5,2,5,1,4,4,4,1,2
"3420",1,2,5,1,3,3,5,5,1,5
"3421",5,5,2,2,2,5,5,4,3,3
"3422",3,5,1,5,1,2,5,1,5,4
"3423",1,4,1,1,4,5,5,2,1,2
"3424",2,4,3,3,3,4,4,3,4,1
"3425",5,3,1,3,4,1,3,1,3,5
"3426",4,5,1,3,3,1,3,4,5,5
"3427",4,1,3,3,5,3,5,1,1,2
"3428",1,1,1,4,3,5,2,4,2,1
"3429",4,5,5,5,2,5,2,4,4,5
"3430",1,5,4,5,5,2,5,2,5,1
"3431",3,4,1,3,5,1,3,2,4,2
"3432",2,3,3,3,5,4,4,1,3,4
"3433",2,1,5,3,5,5,3,3,5,3
"3434",1,5,5,1,5,1,4,2,1,2
"3435",3,5,3,1,3,2,1,1,3,1
"3436",2,4,5,4,2,4,5,4,5,2
"3437",2,1,5,5,5,1,3,3,3,1
"3438",2,5,5,5,1,1,4,3,4,1
"3439",1,1,2,1,2,1,2,5,1,1
"3440",2,3,4,4,5,4,3,1,5,4
"3441",1,2,1,3,1,5,5,5,5,4
"3442",3,4,3,5,2,2,4,5,5,1
"3443",5,2,1,1,1,4,3,5,1,1
"3444",5,3,1,2,2,1,1,3,5,3
"3445",5,3,3,1,2,5,3,4,3,1
"3446",1,4,5,1,4,1,1,5,2,4
"3447",2,2,5,2,2,3,2,2,3,1
"3448",5,2,3,2,3,1,2,1,1,5
"3449",5,3,2,1,2,1,5,2,4,1
"3450",1,2,1,3,2,1,3,2,5,3
"3451",5,2,5,1,4,4,1,2,2,4
"3452",4,3,2,2,5,5,1,2,4,4
"3453",2,2,1,4,1,3,3,4,5,2
"3454",1,5,5,1,4,3,2,4,5,1
"3455",4,4,5,1,3,2,5,5,2,1
"3456",3,3,2,4,1,3,5,4,1,5
"3457",2,1,1,3,3,3,3,2,2,5
"3458",3,2,2,4,1,2,2,2,1,5
"3459",3,3,4,3,4,5,4,5,2,1
"3460",4,4,3,3,4,4,4,1,1,3
"3461",2,4,2,1,1,5,5,1,3,1
"3462",2,2,5,5,1,2,4,4,5,4
"3463",2,5,3,4,5,1,1,3,2,3
"3464",2,5,5,3,5,4,4,4,1,2
"3465",1,1,4,1,3,1,2,2,5,1
"3466",3,4,5,2,4,5,1,2,1,1
"3467",1,4,3,1,5,5,2,2,3,2
"3468",2,1,1,2,3,4,3,5,4,2
"3469",2,5,4,3,2,1,2,2,5,4
"3470",2,4,2,5,5,2,1,5,1,1
"3471",5,2,1,4,5,2,3,2,2,1
"3472",1,5,4,4,5,4,1,2,5,4
"3473",4,4,5,3,5,5,5,1,2,5
"3474",5,3,3,5,3,4,2,5,3,3
"3475",2,2,3,3,5,5,5,2,1,1
"3476",5,4,1,3,4,3,3,2,2,2
"3477",1,3,2,2,4,2,2,2,1,4
"3478",4,1,3,3,3,4,4,1,2,3
"3479",4,2,4,3,5,3,2,4,1,2
"3480",3,5,3,3,2,1,2,1,2,4
"3481",3,2,5,5,4,1,2,1,1,1
"3482",2,1,1,2,2,3,5,3,5,5
"3483",3,3,3,2,1,1,4,3,5,5
"3484",3,4,1,2,2,4,1,3,5,4
"3485",4,2,5,2,4,4,2,1,2,1
"3486",5,2,4,1,1,3,4,1,3,4
"3487",2,5,5,4,5,1,5,5,2,4
"3488",5,2,3,1,5,5,1,2,3,1
"3489",5,1,2,2,4,2,4,4,5,3
"3490",2,4,1,1,5,4,1,2,3,5
"3491",3,2,4,2,3,1,1,1,2,2
"3492",4,2,1,3,2,1,3,3,1,5
"3493",4,2,1,2,5,3,1,4,2,4
"3494",4,2,3,2,5,1,4,4,3,2
"3495",1,4,1,1,3,3,3,3,1,4
"3496",3,1,1,1,3,5,3,3,4,4
"3497",5,2,1,2,1,4,5,5,1,3
"3498",5,1,5,5,5,5,3,5,4,4
"3499",1,3,4,5,5,4,4,3,5,5
"3500",1,5,3,3,3,1,4,5,2,5
"3501",3,5,2,5,3,3,3,1,4,1
"3502",3,1,4,5,5,3,1,2,1,2
"3503",5,2,5,2,1,1,3,5,4,5
"3504",5,3,5,3,2,4,4,3,2,2
"3505",2,5,2,3,1,5,1,5,2,5
"3506",2,5,3,5,2,3,4,4,3,5
"3507",3,2,3,5,4,5,3,5,1,5
"3508",5,3,3,3,3,4,2,2,2,5
"3509",4,1,3,4,3,3,4,2,1,5
"3510",1,3,3,4,3,3,3,1,5,2
"3511",4,1,5,2,2,2,2,5,5,4
"3512",4,4,1,4,5,3,2,4,2,3
"3513",3,5,5,3,1,4,2,2,3,3
"3514",5,1,3,5,3,4,2,4,5,5
"3515",5,5,4,3,3,2,4,4,5,1
"3516",5,4,1,4,5,1,3,3,2,2
"3517",5,3,2,3,3,2,2,2,1,1
"3518",3,4,2,1,1,4,1,5,1,4
"3519",4,2,3,2,1,2,2,4,3,3
"3520",2,3,5,1,1,5,1,2,4,3
"3521",4,5,3,4,3,2,2,1,2,1
"3522",3,2,4,4,1,1,4,4,5,3
"3523",2,1,5,2,5,1,3,2,2,1
"3524",5,5,3,5,1,3,4,5,4,1
"3525",4,1,1,1,4,3,1,3,5,4
"3526",5,1,2,3,4,5,2,2,3,3
"3527",5,4,3,2,2,2,4,2,4,1
